1.0000	3.0031
2.0000	5.0053
3.0000	7.0091
4.0000	9.0014
5.0000	11.0066
6.0000	13.0079
7.0000	15.0043
8.0000	17.0078
9.0000	19.0043
10.0000	21.0044
11.0000	23.0050
12.0000	25.0010
13.0000	27.0007
14.0000	29.0028
15.0000	31.0054
16.0000	33.0027
17.0000	35.0092
18.0000	37.0027
19.0000	39.0063
20.0000	41.0063
21.0000	43.0071
22.0000	45.0085
23.0000	47.0096
24.0000	49.0097
25.0000	51.0051
26.0000	53.0022
27.0000	55.0087
28.0000	57.0061
29.0000	59.0099
30.0000	61.0045
31.0000	63.0029
32.0000	65.0084
33.0000	67.0045
34.0000	69.0041
35.0000	71.0006
36.0000	73.0055
37.0000	75.0001
38.0000	77.0038
39.0000	79.0039
40.0000	81.0041
41.0000	83.0057
42.0000	85.0048
43.0000	87.0065
44.0000	89.0073
45.0000	91.0070
46.0000	93.0059
47.0000	95.0061
48.0000	97.0009
49.0000	99.0090
50.0000	101.0028
51.0000	103.0063
52.0000	105.0086
53.0000	107.0062
54.0000	109.0068
55.0000	111.0100
56.0000	113.0048
57.0000	115.0014
58.0000	117.0011
59.0000	119.0028
60.0000	121.0052
61.0000	123.0036
62.0000	125.0032
63.0000	127.0008
64.0000	129.0027
65.0000	131.0056
66.0000	133.0013
67.0000	135.0099
68.0000	137.0037
69.0000	139.0019
70.0000	141.0063
71.0000	143.0009
72.0000	145.0033
73.0000	147.0074
74.0000	149.0020
75.0000	151.0073
76.0000	153.0024
77.0000	155.0058
78.0000	157.0017
79.0000	159.0095
80.0000	161.0083
81.0000	163.0032
82.0000	165.0046
83.0000	167.0034
84.0000	169.0003
85.0000	171.0055
86.0000	173.0036
87.0000	175.0021
88.0000	177.0031
89.0000	179.0006
90.0000	181.0002
91.0000	183.0043
92.0000	185.0054
93.0000	187.0021
94.0000	189.0056
95.0000	191.0030
96.0000	193.0057
97.0000	195.0058
98.0000	197.0084
99.0000	199.0086
100.0000	201.0099
101.0000	203.0042
102.0000	205.0024
103.0000	207.0015
104.0000	209.0029
105.0000	211.0097
106.0000	213.0057
107.0000	215.0070
108.0000	217.0022
109.0000	219.0090
110.0000	221.0075
111.0000	223.0034
112.0000	225.0062
113.0000	227.0035
114.0000	229.0054
115.0000	231.0071
116.0000	233.0046
117.0000	235.0010
118.0000	237.0068
119.0000	239.0087
120.0000	241.0011
121.0000	243.0079
122.0000	245.0085
123.0000	247.0033
124.0000	249.0071
125.0000	251.0013
126.0000	253.0064
127.0000	255.0057
128.0000	257.0097
129.0000	259.0058
130.0000	261.0091
131.0000	263.0047
132.0000	265.0078
133.0000	267.0010
134.0000	269.0071
135.0000	271.0084
136.0000	273.0070
137.0000	275.0063
138.0000	277.0070
139.0000	279.0071
140.0000	281.0043
141.0000	283.0065
142.0000	285.0038
143.0000	287.0095
144.0000	289.0070
145.0000	291.0091
146.0000	293.0075
147.0000	295.0084
148.0000	297.0028
149.0000	299.0058
150.0000	301.0046
151.0000	303.0069
152.0000	305.0062
153.0000	307.0090
154.0000	309.0024
155.0000	311.0009
156.0000	313.0030
157.0000	315.0056
158.0000	317.0037
159.0000	319.0047
160.0000	321.0012
161.0000	323.0003
162.0000	325.0087
163.0000	327.0006
164.0000	329.0027
165.0000	331.0091
166.0000	333.0037
167.0000	335.0049
168.0000	337.0012
169.0000	339.0072
170.0000	341.0018
171.0000	343.0066
172.0000	345.0066
173.0000	347.0095
174.0000	349.0056
175.0000	351.0078
176.0000	353.0009
177.0000	355.0005
178.0000	357.0077
179.0000	359.0077
180.0000	361.0015
181.0000	363.0026
182.0000	365.0003
183.0000	367.0004
184.0000	369.0021
185.0000	371.0096
186.0000	373.0056
187.0000	375.0016
188.0000	377.0077
189.0000	379.0070
190.0000	381.0069
191.0000	383.0047
192.0000	385.0023
193.0000	387.0100
194.0000	389.0073
195.0000	391.0076
196.0000	393.0037
197.0000	395.0087
198.0000	397.0066
199.0000	399.0071
200.0000	401.0092
